iter	Passed	Remaining
1671	23722	4653
1672	23736	4639
1673	23750	4625
1674	23762	4610
1675	23776	4596
1676	23790	4582
1677	23803	4567
1678	23817	4553
1679	23830	4539
1680	23844	4524
1681	23859	4510
1682	23872	4496
1683	23886	4482
1684	23902	4468
1685	23916	4454
1686	23930	4440
1687	23944	4425
1688	23958	4411
1689	23972	4397
1690	23986	4383
1691	23999	4368
1692	24012	4354
1693	24027	4340
1694	24045	4326
1695	24062	4313
1696	24076	4298
1697	24096	4285
1698	24112	4271
1699	24127	4257
1700	24141	4243
1701	24156	4229
1702	24170	4215
1703	24184	4201
1704	24199	4186
1705	24215	4173
1706	24229	4158
1707	24244	4144
1708	24259	4130
1709	24272	4116
1710	24286	4102
1711	24299	4087
1712	24313	4073
1713	24327	4059
1714	24340	4044
1715	24354	4030
1716	24368	4016
1717	24382	4002
1718	24396	3988
1719	24410	3973
1720	24424	3959
1721	24438	3945
1722	24453	3931
1723	24466	3916
1724	24480	3902
1725	24493	3888
1726	24507	3874
1727	24520	3859
1728	24535	3845
1729	24549	3831
1730	24563	3817
1731	24576	3802
1732	24590	3788
1733	24604	3774
1734	24617	3760
1735	24631	3745
1736	24645	3731
1737	24659	3717
1738	24673	3703
1739	24687	3689
1740	24701	3674
1741	24714	3660
1742	24728	3646
1743	24741	3631
1744	24755	3617
1745	24769	3603
1746	24782	3588
1747	24795	3574
1748	24809	3560
1749	24823	3546
1750	24837	3532
1751	24852	3517
1752	24866	3503
1753	24880	3489
1754	24893	3475
1755	24908	3461
1756	24921	3446
1757	24935	3432
1758	24950	3418
1759	24964	3404
1760	24979	3390
1761	24992	3375
1762	25005	3361
1763	25019	3347
1764	25034	3333
1765	25049	3319
1766	25076	3306
1767	25090	3292
1768	25103	3278
1769	25117	3263
1770	25131	3249
1771	25145	3235
1772	25160	3221
1773	25174	3207
1774	25187	3192
1775	25202	3178
1776	25215	3164
1777	25229	3150
1778	25243	3135
1779	25257	3121
1780	25272	3107
1781	25288	3093
1782	25302	3079
1783	25316	3065
1784	25331	3051
1785	25345	3036
1786	25361	3022
1787	25374	3008
1788	25387	2994
1789	25400	2979
1790	25414	2965
1791	25427	2951
1792	25442	2937
1793	25456	2923
1794	25471	2909
1795	25485	2894
1796	25497	2880
1797	25511	2866
1798	25525	2851
1799	25538	2837
1800	25552	2823
1801	25566	2809
1802	25579	2794
1803	25593	2780
1804	25606	2766
1805	25620	2752
1806	25636	2738
1807	25650	2723
1808	25666	2709
1809	25680	2695
1810	25694	2681
1811	25707	2667
1812	25721	2653
1813	25735	2638
1814	25749	2624
1815	25763	2610
1816	25777	2596
1817	25793	2582
1818	25806	2567
1819	25820	2553
1820	25834	2539
1821	25848	2525
1822	25862	2511
1823	25877	2496
1824	25891	2482
1825	25904	2468
1826	25918	2454
1827	25932	2440
1828	25946	2425
1829	25960	2411
1830	25973	2397
1831	25988	2383
1832	26002	2369
1833	26015	2354
1834	26029	2340
1835	26042	2326
1836	26056	2312
1837	26071	2297
1838	26084	2283
1839	26098	2269
1840	26112	2255
1841	26126	2241
1842	26139	2226
1843	26153	2212
1844	26167	2198
1845	26181	2184
1846	26195	2169
1847	26210	2155
1848	26224	2141
1849	26237	2127
1850	26253	2113
1851	26267	2099
1852	26281	2084
1853	26295	2070
1854	26309	2056
1855	26323	2042
1856	26336	2028
1857	26350	2013
1858	26363	1999
1859	26377	1985
1860	26392	1971
1861	26407	1957
1862	26421	1942
1863	26435	1928
1864	26449	1914
1865	26465	1900
1866	26479	1886
1867	26493	1872
1868	26507	1857
1869	26519	1843
1870	26533	1829
1871	26547	1815
1872	26560	1800
1873	26574	1786
1874	26588	1772
1875	26603	1758
1876	26617	1744
1877	26631	1730
1878	26647	1716
1879	26662	1701
1880	26676	1687
1881	26689	1673
1882	26703	1659
1883	26717	1645
1884	26730	1630
1885	26743	1616
1886	26757	1602
1887	26771	1588
1888	26785	1573
1889	26799	1559
1890	26813	1545
1891	26827	1531
1892	26841	1517
1893	26856	1503
1894	26870	1488
1895	26883	1474
1896	26897	1460
1897	26910	1446
1898	26924	1432
1899	26938	1417
1900	26952	1403
1901	26968	1389
1902	26981	1375
1903	26996	1361
1904	27009	1346
1905	27024	1332
1906	27039	1318
1907	27054	1304
1908	27069	1290
1909	27085	1276
1910	27100	1262
1911	27115	1247
1912	27128	1233
1913	27142	1219
1914	27157	1205
1915	27171	1191
1916	27186	1177
1917	27200	1162
1918	27215	1148
1919	27230	1134
1920	27245	1120
1921	27261	1106
1922	27276	1092
1923	27291	1078
1924	27304	1063
1925	27320	1049
1926	27334	1035
1927	27349	1021
1928	27363	1007
1929	27377	992
1930	27391	978
1931	27406	964
1932	27420	950
1933	27435	936
1934	27449	922
1935	27466	907
1936	27481	893
1937	27496	879
1938	27510	865
1939	27525	851
1940	27539	837
1941	27554	822
1942	27569	808
1943	27584	794
1944	27598	780
1945	27612	766
1946	27626	752
1947	27643	737
1948	27657	723
1949	27673	709
1950	27687	695
1951	27701	681
1952	27715	666
1953	27729	652
1954	27744	638
1955	27757	624
1956	27771	610
1957	27784	595
1958	27797	581
1959	27811	567
1960	27825	553
1961	27840	539
1962	27855	525
1963	27869	510
1964	27883	496
1965	27897	482
1966	27911	468
1967	27924	454
1968	27938	439
1969	27952	425
1970	27966	411
1971	27980	397
1972	27994	383
1973	28007	368
1974	28021	354
1975	28036	340
1976	28051	326
1977	28067	312
1978	28082	297
1979	28096	283
1980	28110	269
1981	28124	255
1982	28139	241
1983	28152	227
1984	28166	212
1985	28180	198
1986	28196	184
1987	28210	170
1988	28225	156
1989	28241	141
1990	28256	127
1991	28270	113
1992	28286	99
1993	28301	85
1994	28315	70
1995	28329	56
1996	28342	42
1997	28357	28
1998	28371	14
1999	28384	0
